timestamp,open,high,low,close,volume
2026-01-06,80155.20000000,80700.00000000,77965.00000000,80203.04000000,252.45926428
2026-01-05,78194.66000000,80899.87000000,78178.78000000,80152.48000000,309.95392542
2026-01-04,77381.00000000,78367.51000000,77381.00000000,78186.28000000,259.79670336
2026-01-03,76799.25000000,77472.40000000,76215.14000000,77381.02000000,115.29025979
2026-01-02,75513.54000000,77504.36000000,75064.54000000,76796.54000000,313.54142281
2026-01-01,74476.78000000,75590.10000000,74351.24000000,75540.48000000,116.48870703
2025-12-31,75238.87000000,75823.84000000,74103.48000000,74473.24000000,349.53367681
2025-12-30,74047.59000000,75955.09000000,73680.23000000,75230.08000000,349.80959697
2025-12-29,74603.32000000,76668.10000000,73707.72000000,74045.98000000,299.46709744
2025-12-28,74561.71000000,74737.65000000,74119.94000000,74619.46000000,139.32996218
2025-12-27,74191.78000000,74642.59000000,74067.82000000,74565.76000000,69.96480119
2025-12-26,74003.51000000,75952.65000000,73500.01000000,74188.39000000,174.26863869
2025-12-25,74401.16000000,75122.20000000,73782.82000000,74007.13000000,114.20638876
2025-12-24,74118.88000000,74697.41000000,73317.59000000,74392.17000000,172.21513768
2025-12-23,75307.23000000,75552.53000000,73543.00000000,74126.65000000,249.56694221
2025-12-22,75709.64000000,77118.95000000,74745.42000000,75296.69000000,351.49013410
2025-12-21,75472.20000000,76055.00000000,74820.10000000,75692.15000000,112.58381160
2025-12-20,75234.17000000,75565.31000000,74963.41000000,75459.78000000,81.45123088
2025-12-19,72903.67000000,76200.00000000,72573.66000000,75230.51000000,294.06571040
2025-12-18,73379.58000000,76125.28000000,72001.01000000,72892.69000000,293.72450702
2025-12-17,74779.00000000,76892.08000000,72604.03000000,73399.04000000,357.55939195
2025-12-16,73544.23000000,74904.71000000,72579.35000000,74777.40000000,336.19279800
2025-12-15,75171.28000000,76714.89000000,72539.50000000,73543.40000000,340.51399778
2025-12-14,76932.81000000,77128.35000000,74650.42000000,75155.88000000,184.32559961
2025-12-13,76966.83000000,77280.53000000,76537.30000000,76936.30000000,79.16123875
2025-12-12,78817.04000000,79065.93000000,76354.74000000,76980.55000000,179.79591179
2025-12-11,78666.62000000,79742.70000000,76008.87000000,78843.58000000,289.29280542
2025-12-10,79660.47000000,80828.39000000,78604.79000000,78672.81000000,259.67765549
2025-12-09,77892.30000000,81307.15000000,76904.39000000,79667.10000000,290.58757995
2025-12-08,77664.75000000,79200.00000000,77137.41000000,77878.83000000,263.85766955
2025-12-07,76754.76000000,78895.48000000,75424.91000000,77685.34000000,202.72881527
2025-12-06,76807.15000000,77623.59000000,76471.07000000,76741.30000000,153.98579930
2025-12-05,79108.97000000,79580.54000000,75779.23000000,76822.82000000,253.64767333
2025-12-04,80102.42000000,80674.21000000,78017.58000000,79106.25000000,249.37316413
2025-12-03,78519.16000000,80709.99000000,78249.38000000,80102.42000000,387.87431840
2025-12-02,74353.73000000,79499.00000000,74240.01000000,78501.81000000,473.09349565
2025-12-01,77913.00000000,77980.19000000,72103.01000000,74349.24000000,622.31540821
2025-11-30,78391.88000000,79418.15000000,77900.00000000,77928.70000000,168.49829975
2025-11-29,78427.57000000,78712.51000000,77855.23000000,78412.99000000,133.26264501
2025-11-28,78765.93000000,80494.83000000,77861.26000000,78430.59000000,381.27403939
2025-11-27,78001.29000000,79450.00000000,77678.78000000,78759.16000000,335.01721419
2025-11-26,75543.56000000,78201.82000000,74576.99000000,78024.90000000,392.81737103
2025-11-25,76617.95000000,76865.74000000,74424.27000000,75543.23000000,377.46663389
2025-11-24,75465.62000000,77448.99000000,73938.29000000,76618.90000000,584.86782680
2025-11-23,73606.43000000,76656.85000000,73538.98000000,75497.61000000,698.78854206
2025-11-22,73939.52000000,74321.02000000,72558.82000000,73606.43000000,291.28435979
2025-11-21,75031.07000000,75778.95000000,70005.42000000,73928.71000000,1033.79239073
2025-11-20,79275.69000000,80804.26000000,74503.25000000,75039.27000000,627.63738449
2025-11-19,80224.27000000,80230.66000000,76790.80000000,79273.01000000,552.88178330
2025-11-18,79379.31000000,81011.24000000,76865.00000000,80228.87000000,605.43552144
2025-11-17,81015.80000000,82749.00000000,78606.14000000,79379.31000000,467.55657177
2025-11-16,82287.21000000,83128.89000000,79837.64000000,81032.17000000,421.33577483
2025-11-15,81346.52000000,83264.22000000,81338.72000000,82297.64000000,279.60679431
2025-11-14,85703.44000000,85841.88000000,80865.01000000,81346.52000000,866.58212218
2025-11-13,87718.09000000,89790.00000000,84200.00000000,85700.00000000,510.97530011
2025-11-12,88949.14000000,90990.00000000,87038.26000000,87711.22000000,244.11738091
2025-11-11,91691.46000000,92995.00000000,88446.99000000,88939.80000000,232.09819372
2025-11-10,90604.61000000,92240.42000000,90221.83000000,91677.69000000,250.22915683
2025-11-09,88407.11000000,91240.32000000,87627.65000000,90639.41000000,168.15922206
2025-11-08,89275.20000000,89338.47000000,87684.00000000,88410.88000000,180.89241165
2025-11-07,87729.75000000,89974.10000000,85838.17000000,89286.39000000,395.94748452
2025-11-06,90373.15000000,90586.97000000,86921.52000000,87734.45000000,306.19022146
2025-11-05,88375.40000000,91092.26000000,86099.13000000,90384.32000000,412.05651382
2025-11-04,92504.89000000,93206.95000000,86153.92000000,88359.40000000,768.25681521
2025-11-03,95841.12000000,96012.31000000,91395.34000000,92494.51000000,308.95422973
2025-11-02,95277.36000000,96294.93000000,94866.07000000,95841.82000000,118.90101751
2025-11-01,94890.77000000,95719.26000000,94728.06000000,95277.35000000,106.12747742
2025-10-31,93640.12000000,96329.96000000,93594.09000000,94886.48000000,250.22975705
2025-10-30,94840.00000000,96112.36000000,91914.16000000,93628.18000000,372.73438673
2025-10-29,96929.22000000,97733.18000000,94268.80000000,94851.86000000,255.94996625
2025-10-28,97863.01000000,99626.77000000,96366.12000000,96930.93000000,226.19081646
2025-10-27,98452.31000000,100000.00000000,97690.00000000,97884.59000000,246.16345369
2025-10-26,95985.80000000,99117.50000000,95669.31000000,98452.32000000,228.21223661
2025-10-25,95494.58000000,96241.37000000,95194.97000000,95982.56000000,89.06226338
2025-10-24,94787.15000000,96307.91000000,94330.08000000,95498.82000000,249.73475391
2025-10-23,92697.95000000,95889.37000000,92645.12000000,94787.16000000,297.26008761
2025-10-22,93401.20000000,94069.92000000,91921.35000000,92700.40000000,461.04646383
2025-10-21,94956.05000000,98185.00000000,92427.35000000,93400.90000000,471.36514408
2025-10-20,93280.21000000,95849.00000000,92186.36000000,94953.66000000,329.93797325
2025-10-19,92112.10000000,94135.62000000,91136.70000000,93280.20000000,321.06826857
2025-10-18,91457.58000000,92388.03000000,91365.94000000,92118.89000000,246.09604472
2025-10-17,92502.91000000,93355.77000000,88574.54000000,91453.24000000,786.52627548
2025-10-16,95166.53000000,96156.64000000,92000.00000000,92513.71000000,544.22767145
2025-10-15,97551.14000000,97871.72000000,94761.34000000,95159.64000000,400.97572267
2025-10-14,99736.44000000,99976.65000000,95101.20000000,97539.54000000,430.62171376
2025-10-13,99414.73000000,100328.16000000,98259.97000000,99734.37000000,268.65054206
2025-10-12,96599.99000000,100294.01000000,95560.17000000,99374.98000000,435.09258143
2025-10-11,98226.25000000,98630.07000000,95576.55000000,96597.46000000,503.32690682
2025-10-10,105230.29000000,105999.00000000,93000.00000000,98226.51000000,672.40263066
2025-10-09,106065.63000000,106605.74000000,103601.05000000,105248.74000000,224.53932202
2025-10-08,104181.12000000,107000.00000000,104117.95000000,106070.94000000,242.19107307
2025-10-07,106232.54000000,107252.89000000,103399.19000000,104167.06000000,317.82347069
2025-10-06,105020.09000000,107497.44000000,104744.80000000,106220.14000000,424.15374172
2025-10-05,103994.56000000,106273.87000000,103521.54000000,105042.12000000,380.48956688
2025-10-04,104033.86000000,104549.37000000,103060.65000000,103989.83000000,115.87217129
2025-10-03,102829.92000000,105397.14000000,101605.41000000,104000.00000000,409.72371725
2025-10-02,101077.78000000,103211.02000000,100714.44000000,102831.72000000,307.46531004
2025-10-01,97237.62000000,101111.00000000,97093.40000000,101075.92000000,358.28680394
2025-09-30,97503.89000000,97993.23000000,95903.25000000,97226.61000000,201.38318582
2025-09-29,95899.83000000,97636.36000000,95149.27000000,97501.40000000,227.51913754
2025-09-28,93828.61000000,96049.00000000,91000.00000000,95894.83000000,377.21201042
2025-09-27,93776.77000000,93889.32000000,93317.44000000,93823.30000000,116.51744427
2025-09-26,93512.20000000,94377.82000000,93100.00000000,93801.20000000,303.60091480
2025-09-25,96551.71000000,96733.03000000,93178.77000000,93523.18000000,325.61692540
2025-09-24,94820.94000000,97155.22000000,94175.35000000,96547.47000000,186.98003735
2025-09-23,95519.62000000,96082.00000000,94413.66000000,94822.87000000,194.76772148
2025-09-22,98242.39000000,98398.35000000,94973.00000000,95528.87000000,310.04476512
2025-09-21,98618.92000000,98708.25000000,98148.85000000,98244.56000000,61.85617081
2025-09-20,98543.44000000,98994.84000000,98359.73000000,98618.92000000,56.51090147
2025-09-19,99345.80000000,99737.87000000,98035.55000000,98555.30000000,134.71759307
2025-09-18,98491.16000000,100130.84000000,98229.66000000,99337.51000000,208.41681979
2025-09-17,98442.99000000,99096.71000000,96750.00000000,98498.37000000,236.91649745
2025-09-16,98093.34000000,98657.31000000,97044.49000000,98425.16000000,160.91723005
2025-09-15,98322.71000000,99577.00000000,97250.00000000,98086.58000000,230.19871054
2025-09-14,98523.16000000,98927.83000000,97883.73000000,98319.70000000,91.97420664
2025-09-13,98875.33000000,99062.38000000,97833.80000000,98523.45000000,92.36704408
2025-09-12,98462.77000000,99530.00000000,97921.54000000,98867.29000000,248.97108749
2025-09-11,97383.75000000,98472.59000000,96769.43000000,98462.77000000,195.18328315
2025-09-10,95330.67000000,97554.99000000,94812.83000000,97390.86000000,233.66141478
2025-09-09,95237.72000000,96299.97000000,94396.53000000,95317.32000000,215.03553457
2025-09-08,94879.37000000,96130.22000000,94468.47000000,95231.58000000,216.37164106
2025-09-07,94115.97000000,95325.25000000,94099.52000000,94870.79000000,94.14209594
2025-09-06,94498.04000000,95053.00000000,93930.31000000,94115.92000000,78.35325147
2025-09-05,95015.11000000,96800.00000000,93980.73000000,94510.01000000,297.73217017
2025-09-04,95836.83000000,96286.52000000,93939.77000000,95013.39000000,193.46257149
2025-09-03,95591.39000000,96511.95000000,95029.94000000,95840.88000000,170.06709628
2025-09-02,93273.07000000,95862.96000000,93026.07000000,95580.18000000,264.66943734
2025-09-01,92586.84000000,93731.43000000,91599.82000000,93273.04000000,298.94071537
2025-08-31,93210.19000000,93749.00000000,92463.10000000,92613.46000000,123.06054461
2025-08-30,92822.98000000,93293.10000000,91970.11000000,93202.15000000,149.76639477
2025-08-29,96378.63000000,96473.61000000,92024.41000000,92810.09000000,389.79881543
2025-08-28,95525.79000000,97401.19000000,95235.90000000,96383.48000000,186.59742784
2025-08-27,96050.16000000,97200.00000000,95268.31000000,95529.74000000,195.41507362
2025-08-26,94862.62000000,96577.28000000,93326.45000000,96062.71000000,309.61137000
2025-08-25,96803.29000000,97104.14000000,94085.68000000,94859.70000000,316.60791538
2025-08-24,97883.18000000,98220.57000000,94123.00000000,96837.57000000,249.32198181
2025-08-23,99318.46000000,99404.71000000,97251.01000000,97909.36000000,118.22280715
2025-08-22,96856.83000000,100149.00000000,96171.51000000,99313.95000000,260.30828027
2025-08-21,98042.63000000,98613.08000000,96480.42000000,96863.16000000,184.89508437
2025-08-20,96993.71000000,98378.76000000,96405.17000000,98102.13000000,231.89635150
2025-08-19,99678.98000000,100171.50000000,96810.00000000,96959.52000000,289.41838919
2025-08-18,100344.89000000,100513.66000000,98190.01000000,99682.72000000,231.69860605
2025-08-17,100488.35000000,101490.00000000,100281.07000000,100360.74000000,83.95595745
2025-08-16,100369.14000000,100912.14000000,100253.15000000,100487.76000000,73.93354551
2025-08-15,101630.32000000,102357.61000000,99800.00000000,100395.61000000,200.07887636
2025-08-14,104946.60000000,105751.45000000,100721.23000000,101646.77000000,297.35970012
2025-08-13,102759.92000000,105167.54000000,101333.98000000,104927.84000000,343.68751474
2025-08-12,102177.11000000,102993.63000000,101799.40000000,102791.51000000,186.79338508
2025-08-11,102323.75000000,104671.06000000,101661.86000000,102198.23000000,260.02606236
2025-08-10,99637.04000000,102323.75000000,99637.04000000,102323.74000000,112.94648563
2025-08-09,100128.95000000,100999.99000000,99526.86000000,99643.18000000,89.07983250
2025-08-08,100621.83000000,100852.49000000,99378.96000000,100128.95000000,120.01763709
2025-08-07,98634.51000000,100952.89000000,97930.31000000,100622.56000000,182.36238798
2025-08-06,98567.29000000,99312.37000000,97750.00000000,98622.86000000,160.67876701
2025-08-05,99343.59000000,99769.79000000,97365.53000000,98567.01000000,201.65790095
2025-08-04,98708.57000000,100069.79000000,98545.00000000,99370.77000000,149.10629563
2025-08-03,97175.41000000,99300.99000000,96650.00000000,98705.62000000,88.78499797
2025-08-02,97853.86000000,98598.53000000,96768.77000000,97213.39000000,129.41118482
2025-08-01,101377.69000000,101741.06000000,97341.07000000,97853.86000000,413.67357251
2025-07-31,103073.76000000,104033.59000000,101187.92000000,101383.62000000,263.09174814
2025-07-30,102087.49000000,103437.16000000,101300.01000000,103071.35000000,236.00351853
2025-07-29,101818.06000000,103318.34000000,101278.75000000,102080.95000000,208.04190058
2025-07-28,101611.55000000,102324.39000000,101178.66000000,101803.84000000,192.59690948
2025-07-27,100402.82000000,101889.62000000,100240.00000000,101585.84000000,129.05755923
2025-07-26,100142.91000000,100735.72000000,99726.86000000,100410.87000000,82.95920081
2025-07-25,100700.90000000,100840.51000000,97655.90000000,100144.89000000,293.31754594
2025-07-24,100882.05000000,101635.22000000,99591.69000000,100700.90000000,191.80317084
2025-07-23,102212.07000000,102331.88000000,97510.90000000,100920.98000000,227.82311510
2025-07-22,100415.01000000,102355.29000000,99259.88000000,102230.55000000,187.16139745
2025-07-21,100815.41000000,102759.55000000,99791.34000000,100416.25000000,228.94615023
2025-07-20,101406.69000000,102119.84000000,100037.49000000,100843.32000000,119.53998194
2025-07-19,101468.91000000,101935.48000000,100880.99000000,101392.52000000,67.46383007
2025-07-18,102602.03000000,103974.18000000,100401.57000000,101443.87000000,254.63950357
2025-07-17,101963.64000000,104249.81000000,101250.00000000,102547.35000000,239.54840234
2025-07-16,101405.11000000,103186.65000000,100759.42000000,101977.52000000,257.98728685
2025-07-15,102588.70000000,102651.27000000,99401.00000000,101416.11000000,413.93383337
2025-07-14,101661.23000000,104700.00000000,101440.37000000,102631.35000000,636.78837664
2025-07-13,99927.05000000,101776.17000000,99757.88000000,101674.35000000,240.97635922
2025-07-12,100108.55000000,100575.00000000,99404.03000000,99917.81000000,224.13229224
2025-07-11,98854.43000000,101712.37000000,98411.65000000,100083.77000000,653.24426205
2025-07-10,94847.03000000,99715.50000000,94437.85000000,98798.60000000,454.54545779
2025-07-09,92961.23000000,95553.00000000,92568.16000000,94799.81000000,242.74296600
2025-07-08,92230.20000000,93322.72000000,91507.07000000,92944.50000000,126.03521147
2025-07-07,92736.63000000,93208.39000000,91907.40000000,92230.52000000,154.02994646
2025-07-06,91977.13000000,93169.69000000,91599.00000000,92731.71000000,86.79063272
2025-07-05,91791.12000000,92128.13000000,91599.08000000,91969.73000000,53.26646576
2025-07-04,93180.18000000,93343.66000000,91130.34000000,91786.11000000,169.44353583
2025-07-03,92276.03000000,93950.00000000,92017.69000000,93172.23000000,260.77399881
2025-07-02,89550.84000000,93082.81000000,89070.00000000,92268.33000000,225.05722598
2025-07-01,90931.78000000,91212.61000000,89296.36000000,89557.21000000,209.65535727
2025-06-30,92445.13000000,92844.16000000,90766.39000000,90926.69000000,182.20089492
2025-06-29,91644.32000000,92616.28000000,91515.79000000,92430.31000000,89.08051620
2025-06-28,91448.02000000,91861.41000000,91238.51000000,91638.08000000,51.08896499
2025-06-27,91492.30000000,92089.66000000,90750.00000000,91417.80000000,155.09908814
2025-06-26,91973.28000000,92626.26000000,91001.01000000,91494.19000000,195.44416986
2025-06-25,91414.02000000,93252.25000000,91102.06000000,91942.70000000,200.22176575
2025-06-24,90919.99000000,91503.12000000,90308.55000000,91324.07000000,256.80786217
2025-06-23,87774.16000000,91513.77000000,86510.62000000,90903.34000000,302.77892523
2025-06-22,88739.45000000,89794.01000000,85424.24000000,87823.88000000,377.19969860
2025-06-21,89677.00000000,90326.39000000,87622.64000000,88703.25000000,143.50692414
2025-06-20,90904.24000000,92490.00000000,88721.20000000,89675.72000000,230.24650644
2025-06-19,91414.27000000,91766.79000000,90563.73000000,90902.70000000,147.15595829
2025-06-18,91062.51000000,91777.89000000,90146.12000000,91411.94000000,239.19928131
2025-06-17,92449.30000000,93218.29000000,89881.44000000,91020.72000000,247.08329033
2025-06-16,91522.19000000,94258.00000000,90951.48000000,92457.34000000,257.18538626
2025-06-15,91349.72000000,91963.00000000,90591.96000000,91527.68000000,111.63187828
2025-06-14,91889.69000000,92022.15000000,90394.37000000,91348.75000000,97.11193055
2025-06-13,91084.07000000,91981.19000000,89045.76000000,91902.93000000,393.88539445
2025-06-12,94423.20000000,94634.21000000,91082.32000000,91086.77000000,275.94350030
2025-06-11,96396.15000000,96432.67000000,94018.61000000,94422.97000000,172.17286555
2025-06-10,96521.01000000,96576.16000000,94900.00000000,96422.14000000,197.65090805
2025-06-09,92741.21000000,96827.63000000,92270.59000000,96504.52000000,230.64329155
2025-06-08,92684.68000000,93490.00000000,92195.31000000,92742.67000000,76.41415944
2025-06-07,91611.46000000,92988.56000000,91251.00000000,92682.69000000,65.50187575
2025-06-06,88710.67000000,92600.64000000,88329.01000000,91611.45000000,180.48162327
2025-06-05,91738.32000000,92718.04000000,87720.02000000,88694.66000000,359.15977718
2025-06-04,92636.36000000,93194.47000000,91266.84000000,91737.04000000,159.94717599
2025-06-03,92492.40000000,93966.52000000,91942.14000000,92649.88000000,154.87336201
2025-06-02,93151.66000000,93151.66000000,90726.84000000,92494.38000000,221.00517807
2025-06-01,92308.49000000,93307.12000000,91577.88000000,93138.52000000,95.29822168
2025-05-31,91712.80000000,92599.72000000,90942.82000000,92311.30000000,122.89772071
2025-05-30,92825.40000000,93749.99000000,91369.44000000,91725.02000000,287.20854273
2025-05-29,95972.10000000,96548.03000000,92580.75000000,92822.04000000,303.41388148
2025-05-28,96102.83000000,96570.99000000,94577.00000000,95930.56000000,201.76460224
2025-05-27,96109.72000000,97493.63000000,94300.00000000,96110.72000000,290.87785870
2025-05-26,95885.75000000,97065.11000000,95460.32000000,96120.94000000,190.81316416
2025-05-25,94893.42000000,96151.29000000,93901.00000000,95889.39000000,146.07693464
2025-05-24,94433.13000000,96379.79000000,94106.49000000,94893.92000000,122.40438331
2025-05-23,98907.04000000,98965.34000000,94001.00000000,94483.29000000,384.61359843
2025-05-22,96776.72000000,99358.54000000,96304.01000000,98914.62000000,601.44078359
2025-05-21,94660.83000000,97769.62000000,93511.28000000,96762.35000000,509.43491358
2025-05-20,94024.11000000,95140.00000000,92681.43000000,94674.94000000,248.04988210
2025-05-19,95133.91000000,95697.43000000,90678.25000000,94017.67000000,294.82188386
2025-05-18,92386.06000000,95329.73000000,92370.93000000,95118.84000000,178.07104614
2025-05-17,92658.48000000,92925.01000000,91907.86000000,92381.68000000,54.21126833
2025-05-16,92760.36000000,93843.85000000,92047.45000000,92686.22000000,151.59848637
2025-05-15,92589.41000000,93280.00000000,90627.95000000,92751.72000000,236.08021239
2025-05-14,93069.23000000,93080.70000000,91510.01000000,92586.01000000,218.79095251
2025-05-13,92616.59000000,93849.00000000,91347.61000000,93092.82000000,207.37037079
2025-05-12,92668.07000000,94800.00000000,90774.25000000,92613.58000000,379.94824701
2025-05-11,93037.73000000,93149.05000000,91763.23000000,92679.98000000,284.85549130
2025-05-10,91451.85000000,93165.00000000,91292.52000000,93022.46000000,118.84838122
2025-05-09,91807.32000000,92666.00000000,90714.20000000,91451.08000000,225.73639717
2025-05-08,85842.67000000,92671.01000000,85614.79000000,91862.60000000,422.32637528
2025-05-07,85447.03000000,86236.73000000,84456.41000000,85824.19000000,194.01411838
2025-05-06,83775.72000000,85449.00000000,82260.25000000,85380.33000000,205.85340876
2025-05-05,83267.73000000,84165.75000000,82449.43000000,83759.79000000,222.99274268
2025-05-04,84893.99000000,85274.89000000,83172.56000000,83317.19000000,120.28261961
2025-05-03,85760.36000000,85799.60000000,84807.58000000,84928.87000000,90.37079753
2025-05-02,85446.53000000,86399.00000000,85043.40000000,85765.68000000,205.11498676
2025-05-01,83190.39000000,86376.89000000,83134.33000000,85439.15000000,309.70962378
2025-04-30,82783.16000000,83777.88000000,81751.27000000,83197.46000000,186.88024964
2025-04-29,83320.28000000,83941.73000000,82354.90000000,82783.16000000,191.16333974
2025-04-28,82679.76000000,84249.00000000,81776.11000000,83293.21000000,232.88126103
2025-04-27,83346.93000000,83936.81000000,82439.60000000,82659.40000000,94.27130328
2025-04-26,83363.19000000,83817.46000000,82678.95000000,83339.36000000,95.09650952
2025-04-25,82717.57000000,84344.93000000,81838.60000000,83332.80000000,274.47364912
2025-04-24,82741.42000000,82860.82000000,80606.52000000,82682.47000000,227.69309067
2025-04-23,82339.52000000,83264.20000000,80800.00000000,82718.26000000,490.53900620
2025-04-22,75997.36000000,82673.74000000,75827.31000000,82333.82000000,550.73983560
2025-04-21,74444.55000000,76933.38000000,74357.03000000,75995.58000000,369.48351706
2025-04-20,74671.04000000,74889.29000000,73717.90000000,74453.40000000,103.72002312
2025-04-19,74158.51000000,75153.40000000,74071.47000000,74673.81000000,74.41381803
2025-04-18,74713.04000000,74844.44000000,74025.15000000,74162.95000000,83.04080256
2025-04-17,73727.02000000,75290.32000000,73609.29000000,74703.99000000,201.70861377
2025-04-16,74053.50000000,75254.68000000,73059.99000000,73724.36000000,368.19971543
2025-04-15,74668.47000000,76425.70000000,74037.00000000,74096.20000000,320.95846899
2025-04-14,73827.29000000,75578.58000000,73623.76000000,74642.68000000,378.07525836
2025-04-13,75119.24000000,75854.09000000,73261.87000000,73818.45000000,269.12548194
2025-04-12,73420.66000000,75707.45000000,72900.95000000,75143.23000000,194.65492598
2025-04-11,70689.39000000,74538.33000000,69801.00000000,73421.64000000,579.64110108
2025-04-10,75434.21000000,75516.86000000,70032.58000000,70691.12000000,533.86644477
2025-04-09,69464.17000000,76354.99000000,67574.30000000,75432.17000000,1058.33106916
2025-04-08,72521.05000000,73727.09000000,69384.85000000,69444.22000000,736.48079992
2025-04-07,71317.23000000,74175.65000000,65826.00000000,72528.92000000,1754.16698909
2025-04-06,76175.77000000,76415.11000000,70057.28000000,71296.12000000,569.29392269
2025-04-05,76462.86000000,76861.43000000,75143.44000000,76155.80000000,125.87260872
2025-04-04,75324.46000000,77252.03000000,73879.48000000,76514.60000000,639.70224598
